,short_name,nationality,club,age,wage_eur,value_eur,defending_standing_tackle,dribbling,movement_reactions,movement_reactions,attacking_short_passing,mentality_vision,value_pred
9232,J. von Haacke,Germany,SV Darmstadt 98,25,6000,825000,62,66.0,67,67,71,63,835200.0
9233,Ryu Seung Woo,Korea Republic,Sangju Sangmu FC,25,2000,825000,46,69.0,61,61,67,57,893275.0
9235,Liao Lisheng,China PR,Tianjin Quanjian FC,26,6000,750000,66,64.0,64,64,70,70,820775.0
9255,T. Sekine,Japan,Urawa Red Diamonds,24,3000,850000,31,67.0,58,58,63,59,750925.0
9257,L. Crepulja,Croatia,Astra Giurgiu,25,3000,750000,64,66.0,61,61,66,67,831440.7738095239
9260,T. Hasegawa,Japan,Kawasaki Frontale,25,3000,825000,32,75.0,70,70,63,58,1786875.0
9262,H. Balic,Austria,SKN St. Pölten,23,4000,850000,30,64.0,46,46,65,57,690400.0
9264,Pablo Larrea,Spain,SD Ponferradina,25,3000,750000,65,66.0,63,63,70,68,888250.0
9269,B. Boulahroud,Morocco,Málaga CF,26,3000,750000,64,65.0,57,57,73,63,789550.0
9271,R. Yaslam,United Arab Emirates,Al Ain FC,24,1000,850000,32,69.0,62,62,63,62,927625.0
9272,R. Boissier,France,Le Mans FC,25,2000,825000,67,64.0,66,66,68,63,857750.0
9278,M. Amini,Australia,Aarhus GF,26,4000,775000,54,68.0,58,58,68,67,838800.0
9283,A. Woodyard,England,Peterborough United,26,4000,775000,66,65.0,67,67,70,60,851725.0
9286,S. Carruthers,Republic of Ireland,Sheffield United,26,10000,800000,58,68.0,59,59,67,66,780375.0
9289,R. Williams,Australia,Portsmouth,25,4000,800000,25,69.0,64,64,61,63,943625.0
9290,J. Espericueta,Mexico,Puebla FC,24,2000,800000,48,69.0,55,55,73,67,906775.0
9291,A. Forde,Republic of Ireland,Oxford United,25,3000,800000,31,67.0,60,60,64,63,753975.0
9293,C. Thompson,England,Wycombe Wanderers,25,3000,800000,66,67.0,63,63,66,64,797550.0
9294,M. Chacón,Netherlands,FC Emmen,25,2000,725000,64,66.0,61,61,67,62,714875.0
9299,E. Zenga,Germany,SV Sandhausen,26,2000,775000,58,69.0,68,68,69,65,818775.0
9302,P. Weihrauch,Germany,DSC Arminia Bielefeld,25,5000,800000,54,74.0,68,68,68,60,1873000.0
9303,A. Rømer,Denmark,Randers FC,25,4000,800000,69,64.0,60,60,66,64,826700.0
9307,D. Douline,France,Rodez Aveyron Football,26,2000,725000,64,58.0,64,64,64,58,613825.0
9308,João Pedro,Portugal,CD Tondela,26,3000,775000,65,66.0,61,61,68,59,745525.0
9310,H. Mojica,Colombia,Jaguares de Córdoba,26,1000,800000,30,68.0,54,54,70,63,821500.0
9311,D. Giraldo,Colombia,Independiente Santa Fe,27,1000,700000,66,61.0,58,58,68,56,679850.0
9314,T. Albutat,Germany,MSV Duisburg,26,1000,725000,67,60.0,66,66,64,59,784550.0
9319,Lee Chan Dong,Korea Republic,Sangju Sangmu FC,26,2000,775000,68,62.0,64,64,67,68,829475.0
9327,J. Bachmann,Germany,1. FC Kaiserslautern,23,2000,750000,68,55.0,63,63,63,55,698300.0
9331,D. Milinković,France,Hull City,25,4000,800000,17,68.0,61,61,65,61,809625.0
9333,C. Dieng,Senegal,Medipol Başakşehir FK,25,10000,800000,24,67.0,57,57,64,60,713700.0
9335,S. Ugarković,Australia,Newcastle Jets,24,1000,750000,64,65.0,57,57,68,52,680125.0
9338,A. Sigurðarson,Iceland,Iceland,25,0,0,33,67.0,62,62,60,69,291000.0
9339,Jang Ho Ik,Korea Republic,Sangju Sangmu FC,25,2000,800000,66,65.0,66,66,63,57,733475.0
9343,J. Żubrowski,Poland,Korona Kielce,27,2000,700000,67,63.0,60,60,65,63,689850.0
9350,Luis Felipe,United States,San Jose Earthquakes,23,2000,750000,65,60.0,62,62,67,60,576350.0
9356,L. Paiva,Uruguay,Argentinos Juniors,25,4000,800000,32,68.0,67,67,65,62,936000.0
9358,A. Răuță,Romania,Dinamo Bucureşti,27,3000,700000,61,51.0,65,65,68,59,466800.0
9363,Ernesto,Spain,AD Alcorcón,24,3000,825000,18,65.0,51,51,64,58,558375.0
9370,J. Cousins,England,Stoke City,25,8000,700000,63,66.0,64,64,66,61,806600.0
9371,J. Drost,Netherlands,Heracles Almelo,26,3000,775000,52,67.0,66,66,66,67,756500.0
9375,D. Pedersen,Denmark,Lillestrøm SK,26,2000,700000,64,60.0,54,54,68,58,572750.0
9390,D. Rienstra,Netherlands,RKC Waalwijk,26,2000,700000,66,65.0,57,57,68,62,689800.0
9393,J. Sánchez,Mexico,Atlético de San Luis,26,4000,775000,62,61.0,58,58,68,64,699191.6666666665
9395,A. Bušuladžić,Bosnia Herzegovina,Arka Gdynia,27,2000,675000,57,64.0,60,60,65,58,626175.0
9398,R. Renner,Austria,LASK Linz,25,4000,775000,52,67.0,60,60,62,60,629175.0
9399,M. Szwoch,Poland,Wisła Płock,26,2000,775000,42,69.0,55,55,68,67,1102375.0
9402,Ko Seung Beom,Korea Republic,Suwon Samsung Bluewings,25,2000,775000,55,66.0,64,64,68,68,856475.0
9403,K. Dougall,Australia,Barnsley,26,4000,700000,67,65.0,64,64,65,63,737600.0
9405,T. Ogihara,Japan,Yokohama F. Marinos,27,2000,675000,66,61.0,66,66,70,64,761175.0
9412,Rafael Gava,Brazil,FC Paços de Ferreira,26,3000,775000,36,69.0,60,60,68,65,828750.0
9415,Guarrotxena,Spain,Pogoń Szczecin,26,2000,750000,57,66.0,60,60,62,62,658550.0
9417,C. Sloth,Denmark,Motherwell,27,3000,725000,53,67.0,58,58,69,69,722400.0
9418,L. Hyam,England,Southend United,27,3000,725000,67,66.0,67,67,68,64,749375.0
9419,H. Hansson,Faroe Islands,AC Horsens,26,4000,750000,50,67.0,62,62,66,65,718750.0
9420,H. Pell,England,Colchester United,27,5000,650000,60,62.0,65,65,65,62,572150.0
9421,R. Benson,Republic of Ireland,Dundalk,27,1000,725000,58,68.0,59,59,66,67,832125.0
9433,S. Kroon,Sweden,Östersunds FK,26,2000,750000,33,67.0,66,66,58,60,773900.0
9437,M. Busellato,Italy,Pescara,26,2000,750000,65,68.0,67,67,68,58,944600.0
9441,T. Naylor,England,Portsmouth,28,4000,650000,64,62.0,62,62,61,60,554825.0
9445,A. Blomqvist,Sweden,IFK Norrköping,27,3000,725000,46,64.0,64,64,67,74,699700.0
9448,P. González,Mexico,Puebla FC,26,3000,750000,67,64.0,62,62,68,68,813725.0
9449,Pablo Valcarce,Spain,SD Ponferradina,26,3000,750000,56,67.0,63,63,61,61,689625.0
9452,Q. Moll,Germany,TSV 1860 München,28,1000,650000,66,57.0,59,59,70,56,777475.0
9453,M. Lackner,Austria,SK Sturm Graz,28,6000,650000,70,55.0,57,57,66,54,740425.0
9455,R. Gabriel,Nigeria,Abha Club,28,6000,650000,65,60.0,60,60,64,57,595750.0
9458,S. Lizana,Chile,CD Palestino,26,2000,750000,41,72.0,60,60,63,57,892750.0
9459,E. Assifuah,Ghana,Le Havre AC,25,3000,775000,25,66.0,61,61,57,60,677550.0
9461,K. Nagasawa,Japan,Urawa Red Diamonds,27,4000,725000,60,68.0,67,67,67,69,794725.0
9466,L. Guaycochea,Argentina,Alianza Petrolera,27,1000,725000,68,68.0,60,60,69,63,913750.0
9467,N. Yeri,Argentina,Club Atlético Aldosivi,27,4000,725000,65,67.0,62,62,68,63,797875.0
9468,L. Berry,England,Luton Town,26,5000,750000,60,66.0,63,63,68,67,690550.0
9470,A. Diop,Senegal,Kristiansund BK,27,2000,725000,67,64.0,66,66,65,62,738750.0
9473,C. Gonzáles,Peru,Peru,26,0,0,53,67.0,63,63,66,70,272050.0
9477,R. Izumi,Japan,Nagoya Grampus,25,3000,775000,53,67.0,59,59,66,55,732625.0
9478,A. Fukuta,Japan,Sagan Tosu,27,2000,725000,64,67.0,67,67,67,65,721150.0
9480,J. Leiva,Chile,Unión La Calera,25,1000,750000,41,69.0,56,56,71,71,889600.0
9483,N. Butzen,Germany,FC Hansa Rostock,26,2000,750000,56,67.0,61,61,64,51,691900.0
9485,D. Gomis,France,Clermont Foot 63,26,2000,750000,47,68.0,56,56,64,59,757825.0
9486,F. Viteritti,Germany,FSV Zwickau,26,1000,750000,39,69.0,57,57,62,60,783150.0
9487,S. Pittman,Scotland,Livingston FC,26,3000,750000,56,68.0,62,62,67,63,718625.0
9492,S. Miakushko,Ukraine,AD Alcorcón,26,3000,750000,45,68.0,64,64,73,55,923725.0
9494,S. Kulovits,Austria,SV Sandhausen,36,2000,140000,66,61.0,66,66,62,51,265675.0
9495,D. Braaten,Norway,Stabæk Fotball,37,1000,220000,54,67.0,65,65,68,69,438625.0
9506,H. Hauger,Norway,Strømsgodset IF,33,2000,325000,64,60.0,67,67,66,57,443200.0
9507,J. Absalonsen,Denmark,SønderjyskE,33,4000,400000,46,67.0,65,65,65,64,576025.0
9508,G. Evans,England,Portsmouth,31,4000,575000,56,64.0,66,66,64,63,518575.0
9510,D. Marney,England,Fleetwood Town,35,3000,270000,64,64.0,67,67,70,66,459100.0
9513,D. Pratley,England,Charlton Athletic,34,5000,325000,62,65.0,72,72,64,63,603100.0
9516,A. McCormack,Republic of Ireland,Northampton Town,35,4000,200000,65,56.0,55,55,68,66,322375.0
9518,O. Arellano,Mexico,Querétaro,32,4000,500000,28,68.0,64,64,71,57,1267675.0
9520,N. Adams,Wales,Northampton Town,32,6000,500000,58,64.0,59,59,64,69,530800.0
9521,F. Nordkvelle,Norway,Odds BK,33,2000,375000,46,67.0,70,70,65,65,397750.0
9522,S. Whalley,England,Shrewsbury,31,3000,575000,34,68.0,55,55,60,60,656000.0
9524,A. Grant,England,Shrewsbury,32,3000,425000,64,64.0,62,62,65,59,488275.0
9526,I. Khalili,Palestine,Hammarby IF,32,2000,500000,42,66.0,60,60,65,67,553375.0
9527,O. Hoban,Romania,CFR Cluj,36,3000,140000,65,58.0,62,62,67,58,314125.0
9531,A. Hammill,England,Scunthorpe United,31,6000,575000,48,68.0,59,59,64,62,613125.0
9532,D. Guthrie,England,Walsall,32,6000,475000,61,66.0,64,64,68,67,618350.0
9538,S. MacDonald,Wales,Rotherham United,31,4000,475000,66,65.0,63,63,68,63,598725.0
9542,L. Craig,Scotland,St. Johnstone FC,32,3000,475000,55,65.0,64,64,70,66,716875.0
9544,T. Mikkelsen,Denmark,Helsingborgs IF,32,1000,500000,41,65.0,62,62,64,65,537000.0
9548,C. Lines,England,Northampton Town,33,6000,375000,58,63.0,59,59,68,73,407900.0
9552,N. Law,England,Exeter City,31,4000,575000,45,67.0,65,65,61,63,605975.0
9556,R. Boguski,Poland,Wisła Kraków,35,2000,280000,25,65.0,75,75,63,72,1065575.0
9559,J. Zavala,Mexico,Puebla FC,31,3000,475000,68,61.0,60,60,64,60,553250.0
9560,R. Åhman Persson,Sweden,IK Sirius,32,2000,425000,65,55.0,65,65,66,62,648925.0
9561,M. Konrad,Germany,KFC Uerdingen 05,31,3000,475000,67,55.0,63,63,63,50,523475.0
9563,K. Özer,Turkey,Gazişehir Gaziantep F.K.,31,4000,575000,39,70.0,68,68,64,60,1186875.0
9564,D. Soddimo,Italy,US Cremonese,31,1000,550000,44,72.0,65,65,66,63,1276375.0
9565,M. Lekven,Norway,Vålerenga Fotball,31,2000,550000,55,66.0,60,60,68,69,570950.0
9568,David Caiado,Portugal,FC Hermannstadt,32,3000,500000,34,73.0,59,59,62,65,718625.0
9571,T. Rowe,England,Bristol City,30,12000,600000,67,67.0,65,65,64,64,663600.0
9577,M. Morganella,Switzerland,Livorno,30,1000,600000,70,67.0,71,71,66,55,1323125.0
9579,N. Schouterden,Belgium,KAS Eupen,30,4000,600000,54,67.0,64,64,65,65,613425.0
9586,Wang Yongpo,China PR,Shanghai Greenland Shenhua FC,32,5000,475000,60,66.0,62,62,68,67,568300.0
9587,L. Noriega,Mexico,Puebla FC,34,3000,325000,59,62.0,63,63,67,68,463125.0
9599,K. Bru,Mauritius,Dinamo Bucureşti,30,3000,600000,60,69.0,63,63,66,68,716750.0
9602,J. Goossens,Netherlands,ADO Den Haag,30,3000,600000,43,66.0,61,61,73,68,704400.0
9603,A. Auassar,Netherlands,Sparta Rotterdam,32,3000,425000,63,61.0,63,63,65,65,445750.0
9606,S. Scannell,Republic of Ireland,Bradford City,28,6000,650000,39,69.0,58,58,58,59,697750.0
9608,D. Swanson,Scotland,St. Johnstone FC,32,3000,500000,52,69.0,57,57,65,71,749250.0
9615,J. Baxter,England,Plymouth Argyle,27,6000,675000,40,66.0,56,56,68,69,655650.0
9618,G. McCleary,Jamaica,Reading,32,7000,500000,50,67.0,66,66,63,64,581050.0
9622,D. Daube,Germany,KFC Uerdingen 05,29,3000,625000,58,67.0,65,65,68,64,697775.0
9624,F. Bombagi,Italy,Pordenone,29,1000,625000,33,67.0,61,61,69,56,669625.0
9625,J. Devitt,Republic of Ireland,Blackpool,28,4000,650000,47,67.0,62,62,64,66,667550.0
9626,M. Budziński,Poland,Arka Gdynia,28,2000,575000,60,66.0,69,69,66,66,763100.0
9628,W. Moke,DR Congo,MKE Ankaragücü,31,6000,475000,74,50.0,63,63,64,62,826975.0
9629,N. Toko,DR Congo,IFK Göteborg,28,2000,650000,65,69.0,61,61,67,60,714875.0
9630,Óscar Sielva,Spain,SD Ponferradina,27,3000,650000,49,66.0,64,64,73,73,1089550.0
9631,D. Gustafsson,Sweden,Lillestrøm SK,28,2000,650000,35,69.0,63,63,55,50,759200.0
9634,M. N'Diaye,Mali,Dinamo Bucureşti,29,3000,550000,64,63.0,61,61,65,58,547875.0
9639,B. Inman,Australia,Brisbane Roar,27,2000,675000,47,67.0,65,65,64,50,656475.0
9640,S. McConville,England,Accrington Stanley,30,2000,600000,39,64.0,61,61,63,64,603125.0
9642,Y. Endo,Japan,Kashima Antlers,31,3000,575000,31,66.0,70,70,71,66,693475.0
9648,Cristóbal,Spain,CF Fuenlabrada,35,2000,270000,60,64.0,60,60,67,72,378125.0
9651,D. Rowe,England,Ipswich Town,27,4000,675000,28,71.0,55,55,61,51,693125.0
9653,H. Mulder,Netherlands,RKC Waalwijk,32,2000,425000,63,61.0,60,60,66,61,426550.0
9655,O. Lee,England,Heart of Midlothian,27,3000,650000,52,68.0,60,60,63,65,713625.0
9659,P. Schürpf,Switzerland,FC Luzern,29,5000,625000,56,60.0,63,63,65,65,560325.0
9661,O. Clarke,England,Bristol Rovers,27,4000,650000,67,66.0,61,61,67,56,765100.0
9662,D. Wotherspoon,Canada,St. Johnstone FC,29,3000,625000,63,69.0,60,60,65,62,804625.0
9666,Y. Anchico,Colombia,Jaguares de Córdoba,35,1000,270000,64,66.0,64,64,67,65,530975.0
9667,J. Ballón,Peru,CD Universidad de Concepción,31,1000,475000,58,65.0,58,58,62,70,506125.0
9668,M. Piossek,Poland,SV Meppen,29,1000,625000,45,66.0,64,64,64,64,627650.0
9671,Juninho,Brazil,LA Galaxy,30,3000,600000,66,66.0,66,66,70,64,737125.0
9673,E. Biancucchi,Argentina,Newell's Old Boys,30,6000,600000,30,71.0,61,61,71,58,706250.0
9674,D. Stahl,Germany,SpVgg Unterhaching,30,2000,525000,66,60.0,63,63,64,55,549575.0
9677,A. Faltsetas,Sweden,BK Häcken,31,2000,550000,67,59.0,70,70,68,64,633350.0
9678,M. Rømer,Denmark,SønderjyskE,27,4000,650000,63,65.0,69,69,68,65,699050.0
9679,R. Torres,Colombia,Independiente Santa Fe,27,1000,675000,38,72.0,53,53,62,65,815200.0
9682,S. Suciu,Romania,Venezia FC,29,1000,625000,63,64.0,60,60,66,64,661258.3333333334
9683,M. Crimi,Italy,Virtus Entella,29,1000,625000,65,65.0,66,66,65,62,655875.0
9684,M. Wunderlich,Germany,Viktoria Köln,33,2000,400000,24,68.0,64,64,64,64,609375.0
9685,I. Yagan,Armenia,KAS Eupen,29,4000,625000,17,67.0,60,60,62,64,839200.0
9686,M. Meilinger,Austria,SCR Altach,27,4000,675000,33,67.0,58,58,66,63,680125.0
9687,G. Saunders,England,Envigado FC,30,1000,525000,55,60.0,72,72,69,68,530500.0
9689,S. Yılmaz,Turkey,Gençlerbirliği SK,29,6000,625000,37,68.0,63,63,60,60,691250.0
9690,S. Mantom,England,Southend United,27,3000,650000,63,65.0,64,64,66,65,667483.3333333334
9692,O. Halvorsen,Norway,Sarpsborg 08 FF,31,2000,575000,57,65.0,62,62,59,58,518775.0
9693,B. Pranter,Austria,WSG Tirol,29,4000,625000,56,62.0,63,63,67,68,579900.0
9697,M. Könnecke,Germany,FSV Zwickau,30,1000,600000,21,69.0,63,63,58,64,684000.0
9698,C. Hemlein,Germany,1. FC Kaiserslautern,28,2000,650000,38,65.0,60,60,62,61,465950.0
9699,F. Signorelli,Venezuela,US Salernitana 1919,28,2000,650000,63,65.0,65,65,68,69,709150.0
9700,T. Kern,Germany,Bayern München II,29,2000,625000,43,67.0,66,66,66,66,696375.0
9706,C. Wernitznig,Austria,Wolfsberger AC,29,5000,625000,43,68.0,61,61,58,62,618875.0
9707,Manuel Sánchez,Spain,Elche CF,31,2000,475000,67,51.0,62,62,62,51,489200.0
9710,Yun Il Lok,Korea Republic,Jeju United FC,27,2000,675000,44,63.0,66,66,70,68,712325.0
9712,M. O'Halloran,Scotland,St. Johnstone FC,28,3000,650000,21,68.0,57,57,59,59,722250.0
9714,P. Segbefia,Togo,Gazişehir Gaziantep F.K.,28,5000,650000,49,72.0,67,67,67,66,1271500.0
9716,J. Washausen,Germany,Hallescher FC,30,2000,525000,67,46.0,69,69,62,55,525200.0
9717,J. Reinhardt,Germany,FSV Zwickau,31,1000,475000,65,59.0,64,64,68,62,587050.0
9718,A. Corsi,Italy,Cosenza,30,1000,600000,64,67.0,63,63,67,60,853075.0
9720,A. Luna,Uruguay,Melbourne City FC,27,4000,675000,36,68.0,58,58,64,58,732625.0
9723,M. de Leeuw,Netherlands,FC Emmen,32,2000,500000,53,67.0,68,68,66,64,669475.0
9724,J. Schwadorf,Germany,SV Wehen Wiesbaden,26,5000,700000,34,70.0,64,64,62,61,921875.0
9725,M. Barreto,France,AJ Auxerre,28,2000,650000,17,69.0,60,60,68,59,811250.0
9729,Y. Otsu,Japan,Yokohama F. Marinos,29,2000,625000,28,65.0,64,64,65,61,615450.0
9730,B. Blume,Denmark,Aarhus GF,27,4000,675000,50,69.0,65,65,64,64,800700.0
9733,H. Shala,Kosovo,Vålerenga Fotball,27,2000,650000,55,72.0,65,65,64,68,858125.0
9735,T. Kløve,Denmark,Odense Boldklub,28,5000,650000,60,71.0,70,70,64,67,1221925.0
9736,J. Omolo,Kenya,KSV Cercle Brugge,29,4000,550000,64,61.0,64,64,65,58,588025.0
9744,Fullana,Spain,SD Ponferradina,29,3000,625000,50,65.0,65,65,67,68,639575.0
9748,A. Al Faraj,Saudi Arabia,Al Nassr,30,10000,525000,64,67.0,70,70,67,64,659200.0
9750,R. Sufyani,Saudi Arabia,Al Taawoun,32,7000,500000,35,65.0,63,63,65,62,516750.0
9752,M. Gajos,Poland,Lechia Gdańsk,28,3000,575000,62,68.0,61,61,67,65,654850.0
9754,H. Zuck,Germany,1. FC Kaiserslautern,28,2000,650000,31,69.0,64,64,68,70,861750.0
9756,S. Velev,Bulgaria,Sepsi OSK,30,3000,525000,68,68.0,69,69,63,72,806725.0
9760,M. Lorenz,Germany,Karlsruher SC,30,5000,600000,51,65.0,62,62,67,67,614500.0
9764,M. Pintilii,Romania,FCSB (Steaua),34,4000,250000,67,56.0,65,65,65,62,425750.0
9765,N. Al Mousa,Saudi Arabia,Al Ahli,28,10000,575000,64,64.0,62,62,66,66,623650.0
9768,L. Doucouré,France,FC Chambly Oise,28,2000,650000,25,66.0,64,64,62,56,653300.0
9771,C. Lizarazo,Colombia,Once Caldas,28,1000,650000,40,67.0,62,62,66,65,697625.0
9772,H. Salinas,Chile,Deportes Iquique,29,1000,625000,61,64.0,54,54,62,60,585250.0
9779,M. Balanta,Colombia,Independiente Santa Fe,29,1000,625000,27,67.0,56,56,62,66,696900.0
9781,C. Ayala,Colombia,Deportivo Pasto,33,1000,325000,62,66.0,66,66,70,62,531625.0
9785,Y. Mosquera,Colombia,Jaguares de Córdoba,30,1000,525000,68,63.0,71,71,62,58,1229500.0
9788,M. Yedro,Argentina,Coquimbo Unido,32,1000,475000,55,68.0,53,53,72,61,526325.0
9792,F. Montero,Argentina,Argentinos Juniors,30,4000,600000,65,65.0,67,67,67,57,655325.0
9794,Danilson da Cruz,Cape Verde,AS Nancy Lorraine,33,2000,325000,64,53.0,68,68,66,51,363450.0
9798,M. El Makrini,Netherlands,Kilmarnock,31,2000,475000,65,63.0,61,61,65,64,544500.0
9799,M. Leitgeb,Austria,Wolfsberger AC,31,4000,475000,67,60.0,62,62,71,56,636625.0
9802,D. Antolić,Croatia,Legia Warszawa,29,3000,550000,63,66.0,67,67,70,73,1662475.0
9803,A. Flores,El Salvador,Portland Timbers,28,3000,650000,62,65.0,63,63,67,63,677925.0
9805,J. Tanaka,Japan,Vissel Kobe,31,3000,575000,36,67.0,64,64,61,74,538625.0
9807,Kim Min Woo,Korea Republic,Sangju Sangmu FC,29,2000,625000,64,67.0,60,60,64,62,692575.0
9810,C. Espinosa,Chile,Curicó Unido,36,1000,220000,45,66.0,58,58,74,75,942000.0
9812,H. Hechalar,Argentina,Atlético Huila,30,1000,600000,21,68.0,64,64,63,61,701975.0
9815,Jeong Woo Jae,Korea Republic,Jeju United FC,27,2000,675000,63,66.0,61,61,67,58,689000.0
9816,G. Alsan,Turkey,Gazişehir Gaziantep F.K.,29,5000,625000,62,69.0,69,69,68,65,1109075.0
9822,M. Čovilo,Serbia,FC Lugano,33,3000,325000,69,56.0,66,66,66,54,835900.0
9826,Kim Sung Ju,Korea Republic,Jeju United FC,28,2000,650000,65,66.0,62,62,68,62,703625.0
9828,S. Aasmundsen,Norway,Mjøndalen IF,29,2000,625000,54,66.0,68,68,67,68,655000.0
9829,Jano,Spain,SV Mattersburg,32,5000,425000,59,57.0,78,78,62,65,537700.0
9835,Dilson Calegari,Brazil,Goiás,35,3000,280000,39,62.0,62,62,67,74,375925.0
9837,Nazario Serpe,Brazil,Bahia,27,4000,600000,71,42.0,68,68,70,62,951375.0
9842,K. Mahlasela,South Africa,Kaizer Chiefs,28,1000,650000,48,73.0,61,61,64,70,995000.0
9845,G. Nepomuceno,Curacao,Oldham Athletic,26,4000,700000,30,71.0,62,62,55,59,979575.0
9847,Y. Komai,Japan,Hokkaido Consadole Sapporo,27,2000,675000,62,69.0,61,61,68,59,805125.0
9849,K. Shimizu,Japan,Sanfrecce Hiroshima,30,4000,600000,49,68.0,55,55,64,62,634975.0
9852,Y. Takahashi,Japan,Sagan Tosu,34,2000,250000,64,61.0,56,56,65,59,367926.1904761906
9853,R. Hayasaka,Japan,Hokkaido Consadole Sapporo,33,2000,400000,27,68.0,62,62,73,63,804825.0
9857,T. Yonemoto,Japan,Nagoya Grampus,28,3000,650000,71,63.0,67,67,63,60,950950.0
9859,K. Moriya,Japan,Júbilo Iwata,30,2000,525000,60,72.0,66,66,71,58,1626625.0
9860,Josimar Feijoo,Brazil,Chapecoense,27,5000,600000,68,54.0,76,76,50,42,1109975.0
9861,N. Breeveld,Suriname,Politehnica Iaşi,32,3000,475000,63,67.0,66,66,65,61,587750.0
9862,T. Yalçıner,Turkey,Alanyaspor,32,4000,425000,65,64.0,64,64,64,49,575700.0
9864,I. Torres,Paraguay,Paraguay,28,0,0,42,65.0,59,59,64,60,204050.0
9865,Ever Rodeiro,Brazil,Botafogo,35,5000,280000,59,69.0,60,60,73,59,1091125.0
9866,Raphael Doninho,Brazil,Grêmio,31,8000,575000,36,68.0,72,72,64,68,683175.0
9867,Kauã Reisende,Brazil,Bahia,27,4000,675000,24,65.0,55,55,71,70,681775.0
9869,I. Fülöp,Romania,Sepsi OSK,29,4000,625000,23,67.0,50,50,61,68,655475.0
9870,H. Miyazawa,Japan,Hokkaido Consadole Sapporo,30,2000,525000,60,66.0,55,55,74,61,640000.0
9871,K. Yamamura,Japan,Kawasaki Frontale,29,3000,625000,62,65.0,60,60,69,64,688483.3333333333
9873,K. Rodrigues Pires,Portugal,SC Preußen Münster,27,2000,650000,58,68.0,56,56,70,70,839000.0
9874,N. Granatowski,Germany,VfL Osnabrück,28,5000,650000,45,68.0,67,67,61,58,709875.0
9876,D. Frick,Germany,FSV Zwickau,29,1000,550000,60,62.0,66,66,70,62,550300.0
9878,M. Wassey,Canada,SC Paderborn 07,31,7000,550000,57,65.0,64,64,69,67,701125.0
9880,G. Freitas,Uruguay,CD Everton de Viña del Mar,27,1000,600000,68,59.0,62,62,64,60,653200.0
9886,J. Maroof,United Arab Emirates,Al Ain FC,27,1000,675000,43,65.0,60,60,62,67,526650.0
9887,S. Srnić,Serbia,UD Las Palmas,27,4000,675000,39,67.0,64,64,69,64,795700.0
9888,Y. Machida,Japan,Matsumoto Yamaga,29,2000,625000,23,67.0,61,61,65,59,641300.0
9896,B. Saka,England,Arsenal,17,2000,1200000,34,67.0,56,56,60,62,1030675.0
9898,Marcos Antonio,Brazil,Shakhtar Donetsk,19,1000,1100000,42,67.0,58,58,67,73,690200.0
9904,J. Carbonero,Colombia,Once Caldas,19,1000,1200000,15,68.0,53,53,51,67,1017075.0
9905,Marquinhos Cipriano,Brazil,Shakhtar Donetsk,20,1000,1200000,21,70.0,67,67,60,58,1180625.0
9912,A. Dozzell,England,Ipswich Town,20,3000,1200000,40,69.0,60,60,69,69,1183875.0
9915,F. Downes,England,Ipswich Town,20,3000,1200000,72,66.0,63,63,69,56,1493500.0
9917,E. Vignato,Italy,Chievo Verona,18,1000,1100000,22,70.0,54,54,63,65,878100.0
9919,C. Cásseres Jr,Venezuela,New York Red Bulls,19,1000,1100000,60,69.0,59,59,69,62,994250.0
9927,N. Delgadillo,Argentina,Patronato,21,3000,1200000,29,69.0,52,52,67,50,859750.0
9928,F. Lobos,Chile,Unión La Calera,20,1000,1200000,13,67.0,46,46,66,49,1078350.0
9929,V. Thill,Luxembourg,US Orléans Loiret Football,19,1000,1200000,20,69.0,54,54,66,62,861950.0
9930,T. Alarcón,Chile,CD O'Higgins,19,1000,1100000,67,58.0,63,63,64,48,896675.0
9937,I. Louza,France,FC Nantes,20,5000,1200000,54,67.0,61,61,71,66,1091125.0
9938,Álex Collado,Spain,FC Barcelona,20,20000,1200000,55,68.0,65,65,69,69,1208225.0
9941,W. Pérez,Argentina,Club Atlético Huracán,20,3000,1200000,47,68.0,62,62,59,49,582200.0
9942,J. Shackleton,England,Leeds United,19,8000,1100000,61,70.0,57,57,70,63,1056250.0
9943,B. Castrillon,Colombia,Independiente Medellín,20,1000,1200000,42,68.0,52,52,63,60,958950.0
9947,M. Chouiar,France,Racing Club de Lens,20,2000,1200000,28,67.0,52,52,66,60,1009000.0
9949,N. Schiappacasse,Uruguay,Famalicão,20,2000,1200000,25,70.0,59,59,59,65,1083000.0
9951,R. Schmid,Austria,Wolfsberger AC,19,2000,1200000,27,72.0,52,52,63,60,1131250.0
9952,Javi Alonso,Spain,CD Tenerife,20,2000,1200000,63,62.0,59,59,71,71,1030350.0
9953,D. Yearwood,England,Brentford,19,6000,1100000,62,67.0,60,60,65,64,955650.0
