,short_name,nationality,position,age,wage_eur,value_eur,mentality_positioning,attacking_finishing,movement_reactions,skill_ball_control,power_shot_power,value_pred
9885,N. Vélez,Argentina,delantero,28,3000,675000,62,68,66,70,66,897625.0
9889,N. Bilbija,Bosnia Herzegovina,delantero,28,2000,675000,68,68,54,69,61,798750.0
9892,Zé Uilton,Brazil,delantero,26,4000,700000,62,62,67,68,53,708525.0
9897,Mollejo,Spain,delantero,18,5000,1100000,60,61,63,67,62,1016250.0
9901,T. Chong,Netherlands,delantero,19,14000,1200000,66,61,53,58,68,924900.0
9902,E. Smith Rowe,England,delantero,18,7000,1100000,62,62,55,67,69,908950.0
9903,L. Foster,South Africa,delantero,18,4000,1100000,61,65,55,67,75,1044550.0
9906,Sergio Camello,Spain,delantero,18,5000,1100000,67,67,64,66,61,1070375.0
9909,Borja Garcés,Spain,delantero,19,7000,1200000,64,67,64,63,72,1093475.0
9910,P. Mićin,Serbia,delantero,20,4000,1200000,59,67,59,72,60,1085000.0
9914,M. Antonucci,Italy,delantero,20,8000,1200000,67,55,57,69,61,1048600.0
9916,Z. Celar,Slovenia,delantero,20,1000,1200000,68,67,56,64,62,975625.0
9923,Bryan Gil,Spain,delantero,18,2000,1100000,60,60,59,69,64,1125875.0
9924,M. Güçlü,Turkey,delantero,20,13000,1200000,61,67,58,65,63,1005750.0
9934,I. Faraj,France,delantero,20,2000,1200000,63,58,63,68,63,1078050.0
9935,T. Campbell,England,delantero,19,6000,1200000,62,65,61,63,62,1039625.0
9940,Jordi Escobar,Spain,delantero,17,2000,1100000,66,70,62,65,66,1103625.0
9944,Y. Delfi,Iran,delantero,18,2000,1100000,56,66,49,69,67,931050.0
9945,J. Piroe,Netherlands,delantero,19,3000,1200000,62,65,58,67,69,1081275.0
9950,R. Hack,Germany,delantero,20,3000,1200000,55,67,54,72,66,1131350.0
9959,L. Orellano,Argentina,delantero,19,3000,1200000,57,62,49,67,65,1022275.0
9964,Y. Tunç,Turkey,delantero,18,6000,1100000,64,67,60,62,68,934925.0
9966,W. Ponce,Chile,delantero,21,1000,1100000,65,69,46,68,65,968575.0
9967,B. Tabla,Canada,delantero,20,2000,1000000,58,53,53,66,66,821850.0
9969,J. Asoro,Sweden,delantero,20,2000,1100000,60,63,59,66,65,968200.0
9972,H. Wright,United States,delantero,21,2000,1100000,59,65,59,62,67,903550.0
9974,Raul Asencio,Spain,delantero,21,1000,1100000,63,66,59,63,60,923500.0
9979,M. Wintzheimer,Germany,delantero,20,3000,1100000,67,69,59,63,68,1013475.0
9982,E. Sylvestre,France,delantero,19,5000,1000000,65,66,51,70,65,1027625.0
9991,I. Morales,Chile,delantero,19,2000,950000,65,65,53,67,63,903000.0
9994,S. Lo Faso,Italy,delantero,21,4000,975000,61,61,63,67,65,962750.0
10000,Erick,Brazil,delantero,21,2000,975000,62,60,57,68,67,1073375.0
10007,T. Zhamaletdinov,Russia,delantero,22,3000,925000,65,65,59,67,70,909575.0
10008,M. Kristensen,Denmark,delantero,22,4000,925000,64,59,57,63,64,772850.0
10010,E. Bogado,Argentina,delantero,21,3000,925000,49,57,55,66,63,785300.0
10013,K. Davis,England,delantero,21,11000,950000,68,61,54,61,62,789275.0
10014,S. Surridge,England,delantero,20,6000,950000,67,67,52,65,67,940925.0
10020,A. Sabiri,Germany,delantero,22,8000,925000,57,60,63,74,55,1794600.0
10024,Steven Prieto,Spain,delantero,21,3000,950000,67,67,58,61,66,812125.0
10032,F. Krüger,Germany,delantero,20,2000,950000,59,63,60,65,67,814175.0
10034,A. Kampetsis,Greece,delantero,20,1000,950000,67,66,61,64,64,871675.0
10038,A. Ueda,Japan,delantero,20,2000,950000,75,66,52,63,55,844100.0
10058,J. Pérez,United States,delantero,21,2000,875000,61,58,57,67,67,943625.0
10060,N. Bustos,Argentina,delantero,20,4000,875000,64,64,65,63,62,788350.0
10072,M. Cavalleri,Chile,delantero,21,1000,875000,64,66,57,67,67,831950.0
10077,J. Konings,Netherlands,delantero,21,2000,875000,63,68,57,65,61,826375.0
10079,A. Taoui,France,delantero,17,2000,775000,62,69,57,68,62,855250.0
10085,K. Sekgota,South Africa,delantero,22,2000,875000,60,58,58,65,73,751450.0
10090,E. Coacci,Argentina,delantero,20,3000,875000,54,57,54,63,60,708125.0
10110,A. Piu,Italy,delantero,22,1000,825000,65,65,58,75,63,1369250.0
10121,T. Conechny,Argentina,delantero,21,2000,850000,66,64,61,64,62,642150.0
10124,S. Demhasaj,Kosovo,delantero,23,4000,850000,68,74,57,62,64,897000.0
10125,N. Manzambi,Switzerland,delantero,22,3000,850000,62,64,51,62,66,729475.0
10128,Brian Martín,Spain,delantero,23,3000,850000,62,64,58,63,63,766350.0
10130,J. Tell,France,delantero,22,9000,850000,64,67,50,64,63,774750.0
10131,T. Knöll,Germany,delantero,21,3000,850000,68,69,64,64,63,894000.0
10133,M. García,Colombia,delantero,20,1000,850000,65,69,56,64,70,864375.0
10135,S. Odey,Nigeria,delantero,21,4000,850000,63,62,62,62,62,730491.6666666667
10139,K. Ademi,Switzerland,delantero,23,6000,850000,67,67,62,61,65,832525.0
10148,S. Drăghici,Romania,delantero,21,2000,850000,67,51,57,67,47,798250.0
10170,S. Humphrys,England,delantero,21,2000,825000,63,65,57,63,65,776000.0
10173,L. Vaca,Bolivia,delantero,23,0,0,68,70,60,50,66,185150.0
10174,R. Williams,England,delantero,22,4000,800000,58,61,52,64,62,698975.0
10184,N. Briasco,Armenia,delantero,23,4000,800000,60,69,58,63,67,830500.0
10194,Hu Jinghang,China PR,delantero,22,4000,800000,64,55,65,59,72,703250.0
10214,Héctor,Spain,delantero,23,2000,775000,66,65,61,66,66,780800.0
10222,F. Di Mariano,Italy,delantero,23,1000,750000,61,64,60,69,57,795000.0
10237,M. Latour,France,delantero,23,2000,750000,62,63,61,68,55,800325.0
10239,J. Günther-Schmidt,Germany,delantero,24,1000,775000,61,63,62,65,71,764775.0
10240,Sergio Buenacasa,Spain,delantero,23,3000,775000,66,68,59,67,62,887700.0
10253,T. Nishimura,Japan,delantero,22,1000,775000,65,67,58,65,72,842750.0
10254,L. Putaro,Germany,delantero,22,2000,750000,69,66,64,68,66,855275.0
10256,Asier Benito,Spain,delantero,24,3000,775000,66,68,65,67,62,1280400.0
10260,C. Morra,Italy,delantero,24,1000,775000,68,69,61,65,63,747000.0
10268,M. Nzola,France,delantero,22,1000,775000,62,63,59,63,67,730600.0
10269,S. Ahannach,Netherlands,delantero,23,11000,750000,60,62,54,72,60,830625.0
10275,C. Kühlwetter,Germany,delantero,23,2000,775000,66,65,63,62,66,805125.0
10278,Ruan Teles,Brazil,delantero,21,2000,775000,58,64,67,65,70,768075.0
10296,J. Hiwula,England,delantero,24,3000,750000,62,64,64,61,59,680625.0
10300,J. Hamilton,Canada,delantero,23,2000,750000,65,62,59,62,67,592350.0
10308,J. Pohl,Denmark,delantero,23,3000,750000,72,59,62,62,60,580725.0
10321,Na Sang Ho,Korea Republic,delantero,22,3000,750000,63,68,56,61,67,725000.0
10330,M. Kolar,Croatia,delantero,24,2000,750000,63,67,57,64,66,745625.0
10331,A. Lotti,Argentina,delantero,23,3000,750000,61,66,62,64,58,636150.0
10336,A. Abdu,Saudi Arabia,delantero,22,6000,750000,68,68,61,62,62,709500.0
10337,S. Gassama,Spain,delantero,24,2000,750000,57,72,54,60,66,741875.0
10338,A. Traoré,Mali,delantero,24,5000,750000,66,55,61,65,72,688725.0
10341,W. Togui,Ivory Coast,delantero,22,4000,750000,64,67,58,57,70,715300.0
10344,S. Weissman,Israel,delantero,23,4000,750000,62,69,61,70,64,947500.0
10352,D. Cole,England,delantero,24,2000,725000,63,64,61,61,64,675850.0
10353,J. Pigott,England,delantero,25,3000,725000,65,66,56,66,62,769000.0
10371,R. Contreras,Argentina,delantero,23,4000,725000,66,65,62,62,66,736500.0
10376,V. Sulejmani,Kosovo,delantero,23,1000,725000,65,66,65,63,67,750775.0
10388,D. Baumann,Germany,delantero,24,2000,725000,67,61,59,61,75,748950.0
10392,V. Sanogo,France,delantero,24,3000,725000,66,65,62,62,63,716075.0
10404,F. Hansch,Germany,delantero,23,2000,725000,66,66,65,65,59,727425.0
10407,M. Eisa,Sudan,delantero,24,3000,725000,69,68,57,63,62,731725.0
10409,Claudio,Spain,delantero,25,2000,725000,69,68,53,63,65,704575.0
10410,G. Mainero,Argentina,delantero,24,3000,725000,59,57,59,65,65,729025.0
10414,J. Donisa,France,delantero,25,2000,725000,67,67,50,63,62,730100.0
10426,Jin Seong Wook,Korea Republic,delantero,25,1000,700000,69,64,57,60,66,625400.0
10427,A. Kamara,Sierra Leone,delantero,25,4000,700000,62,60,63,59,72,667775.0
10429,Higinio,Spain,delantero,25,3000,700000,60,63,67,65,66,725250.0
10442,Yoon Seung Won,Korea Republic,delantero,24,2000,700000,65,62,63,64,62,582515.0
10447,S. Bakış,Turkey,delantero,25,4000,700000,71,67,68,66,55,839600.0
10454,B. Moussiti-Oko,Congo,delantero,24,2000,725000,61,65,60,65,74,743875.0
10459,P. Schmidt,Germany,delantero,25,4000,700000,67,70,51,64,65,725625.0
10461,Ricardo Rodrigues,Portugal,delantero,24,3000,725000,65,64,64,65,66,733250.0
10471,L. Madrigal,Mexico,delantero,26,10000,675000,70,68,62,67,69,867500.0
10484,Y. Otubanjo,Nigeria,delantero,26,4000,675000,66,65,65,62,73,742750.0
10494,K. Jackson,England,delantero,25,4000,700000,65,60,62,60,64,662025.0
10499,V. Vermeij,Netherlands,delantero,24,1000,700000,65,66,60,62,68,742050.0
10500,G. De Feo,Italy,delantero,25,1000,675000,63,61,67,71,61,1030575.0
10511,A. Jackson-Hamel,Canada,delantero,25,2000,700000,67,66,57,58,70,665025.0
10512,Castro,Spain,delantero,24,3000,700000,64,64,69,62,65,445125.0
10513,K. Shelton,United States,delantero,26,7000,675000,68,56,58,65,64,703375.0
10521,S. Skålevik,Norway,delantero,26,2000,675000,67,67,62,60,67,703000.0
10523,F. Gytkjær,Denmark,delantero,26,4000,675000,70,67,67,67,62,904250.0
10524,F. Margiotta,Italy,delantero,25,4000,700000,75,67,68,63,66,730050.0
10525,A. Arroyo,Panama,delantero,25,2000,700000,65,62,61,64,67,649990.0
10526,G. Iancu,Romania,delantero,25,3000,675000,67,65,61,64,65,668975.0
10527,F. Barceló,Uruguay,delantero,26,6000,675000,65,70,52,68,66,1155250.0
10532,S. Mai,Germany,delantero,25,2000,700000,60,60,68,61,69,607175.0
10533,J. Hernández,Venezuela,delantero,26,2000,675000,57,65,65,59,73,690875.0
10536,W. Semedo,France,delantero,25,2000,675000,64,63,59,64,65,668116.6666666667
10541,U. Bonnet,France,delantero,25,2000,700000,67,68,64,64,57,740125.0
10559,C. Lavery,Northern Ireland,delantero,26,6000,675000,65,66,61,66,65,956625.0
10565,M. Aramu,Italy,delantero,24,1000,675000,65,55,60,73,70,1250750.0
10566,M. Al Saiari,Saudi Arabia,delantero,26,7000,675000,63,65,60,59,62,678375.0
10573,S. Buș,Romania,delantero,26,3000,675000,67,63,57,64,73,705575.0
10583,Lim Chan Wool,Korea Republic,delantero,24,2000,675000,66,63,65,63,64,623025.0
10594,C. Main,England,delantero,27,3000,625000,62,63,58,57,81,624550.0
10601,N. Çiftçi,Turkey,delantero,27,5000,625000,63,66,60,65,67,695950.0
10609,G. Beretta,Italy,delantero,27,1000,625000,66,64,63,60,67,613400.0
10616,E. Harrison,Wales,delantero,25,4000,650000,64,61,58,62,65,614325.0
10622,P. Breier,Germany,delantero,27,2000,625000,65,63,66,65,66,690000.0
10629,P. Sané,Senegal,delantero,27,2000,625000,64,60,55,62,68,635200.0
10634,E. Pérez,Mexico,delantero,26,5000,650000,64,65,62,59,56,592575.0
10639,M. Simonovski,FYR Macedonia,delantero,27,4000,625000,61,76,60,59,64,766125.0
10643,Pablo,Brazil,delantero,26,2000,625000,59,63,63,67,61,686375.0
10644,J. Hopcutt,England,delantero,27,2000,625000,66,64,59,66,64,677250.0
10645,E. Ibargüen,Colombia,delantero,27,1000,625000,63,62,58,61,62,538625.0
10652,P. Sohm,Germany,delantero,27,2000,625000,67,62,66,63,72,645450.0
10656,K. Nakamura,Japan,delantero,26,2000,625000,64,60,66,68,65,1160100.0
10664,S. Nurković,Serbia,delantero,27,1000,625000,67,65,53,63,64,614300.0
10667,J. Bothroyd,England,delantero,37,1000,190000,63,66,60,67,72,460725.0
10668,P. Brożek,Poland,delantero,36,2000,190000,73,69,65,62,65,383975.0
10672,R. König,Germany,delantero,36,1000,190000,72,70,66,62,70,589900.0
10676,A. Bunjaku,Kosovo,delantero,35,1000,250000,70,64,65,65,69,933525.0
10685,O. Occéan,Canada,delantero,37,1000,190000,64,63,63,62,68,335375.0
10693,A. Akinfenwa,England,delantero,37,2000,190000,68,64,61,67,70,868725.0
10697,J. Mackie,Scotland,delantero,33,3000,350000,66,64,69,62,66,385375.0
10699,R. Gartler,Austria,delantero,33,5000,350000,68,69,59,65,66,578875.0
10703,S. Cox,Republic of Ireland,delantero,32,3000,425000,67,67,63,64,68,558625.0
10704,L. Varney,England,delantero,36,3000,190000,65,63,66,62,65,293600.0
10709,R. Boukari,Togo,delantero,32,2000,425000,64,61,61,65,66,557375.0
10712,G. Karanović,Switzerland,delantero,31,4000,475000,69,66,73,63,61,583550.0
10728,R. Zelaya,El Salvador,delantero,30,3000,525000,65,65,64,65,70,653125.0
10731,T. Röttger,Germany,delantero,33,2000,350000,66,62,63,67,69,650500.0
10753,Yang Xu,China PR,delantero,32,6000,425000,71,62,64,61,72,514500.0
10763,S. Mölders,Germany,delantero,34,1000,280000,68,69,66,55,76,602075.0
10769,Aquino,Spain,delantero,28,3000,550000,59,71,58,73,56,1017150.0
10770,N. Bärkroth,Sweden,delantero,27,2000,575000,60,58,58,63,61,511000.0
10771,J. Akinde,England,delantero,29,4000,550000,67,63,65,53,65,468225.0
10789,P. Madden,Republic of Ireland,delantero,29,3000,550000,65,66,68,61,67,589425.0
10796,M. Abdellaoue,Norway,delantero,30,2000,525000,70,65,68,64,65,611725.0
10800,J. Obika,England,delantero,28,3000,550000,63,63,58,65,67,614500.0
10801,Yazalde,Guinea Bissau,delantero,30,3000,525000,65,62,65,62,70,505450.0
10802,Q. Amarikwa,United States,delantero,31,3000,475000,66,61,62,64,66,518250.0
10806,L. Novak,England,delantero,30,6000,525000,65,65,62,64,69,558150.0
10808,M. Carretta,Italy,delantero,28,1000,550000,60,55,66,68,50,587375.0
10809,G. Kuświk,Poland,delantero,32,2000,425000,66,63,51,65,65,519300.0
10816,F. Nouble,England,delantero,27,5000,575000,59,60,57,60,72,525150.0
10830,J. Jervis,England,delantero,27,5000,575000,60,62,66,62,62,513600.0
10832,V. Prodell,Sweden,delantero,31,2000,475000,70,68,66,60,55,584050.0
10837,J. Bertilsson,Sweden,delantero,31,2000,475000,66,60,61,65,61,626225.0
10844,D. Tadić,Austria,delantero,29,3000,550000,56,67,61,65,73,643425.0
10849,R. Riski,Finland,delantero,27,5000,575000,61,67,69,65,58,666150.0
10851,E. Tønne,Norway,delantero,28,1000,550000,61,60,63,64,56,489070.0
10857,D. Maatsen,Netherlands,delantero,29,2000,525000,54,55,60,64,63,496100.0
10860,I. Ouédraogo,Burkina Faso,delantero,30,5000,525000,55,64,56,69,69,795750.0
10862,S. Benyamina,Germany,delantero,29,2000,550000,61,62,61,66,66,861575.0
10866,J. Valencia,Colombia,delantero,27,4000,575000,57,60,65,65,68,605925.0
10867,A. Koro Koné,Ivory Coast,delantero,29,4000,550000,56,64,70,56,65,509925.0
10871,P. Tuszyński,Poland,delantero,29,2000,550000,64,64,64,64,64,577700.0
10879,E. Hooi,Curacao,delantero,27,3000,575000,57,51,60,66,59,622425.0
10880,Brito,Cape Verde,delantero,31,3000,475000,62,56,61,65,67,573000.0
10885,D. Imbongo Boele,France,delantero,29,2000,550000,66,63,64,60,70,549575.0
10891,T. Thiele,Germany,delantero,27,2000,575000,67,59,63,62,68,538525.0
10894,R. Nagai,Japan,delantero,28,2000,550000,65,64,59,61,59,560550.0
10898,Lee Kwang Sun,Korea Republic,delantero,29,2000,550000,66,64,62,56,68,527725.0
10899,H. Al Hazaa,Saudi Arabia,delantero,27,8000,575000,64,68,62,66,60,676750.0
10907,S. Romero,Colombia,delantero,30,1000,525000,62,65,65,68,60,656725.0
10917,G. Hachen,Argentina,delantero,28,6000,550000,70,60,63,71,60,1054875.0
10919,G. Rólantsson Sørensen,Faroe Islands,delantero,26,2000,575000,60,64,62,65,64,697875.0
10923,G. Vargas,Chile,delantero,35,1000,250000,66,66,62,63,66,442125.0
10927,L. Nequecaur,Argentina,delantero,26,3000,600000,67,68,64,55,74,595675.0
10933,P. Mullins,United States,delantero,27,3000,575000,66,62,65,66,75,693600.0
10946,Borja Lázaro,Spain,delantero,31,2000,475000,73,64,64,62,69,556725.0
10957,L. Sekulski,Poland,delantero,28,2000,550000,58,65,60,64,61,568625.0
10961,Marcelo Vildeia,Brazil,delantero,35,6000,250000,71,59,63,62,65,390225.0
10965,I. Hora,Romania,delantero,30,4000,525000,70,68,57,63,65,601575.0
10966,R. Caballero,Paraguay,delantero,28,1000,550000,67,65,60,66,66,657000.0
10967,M. Ogbu,Nigeria,delantero,28,3000,550000,65,65,58,66,56,639325.0
10968,N. Ishihara,Japan,delantero,34,2000,280000,70,66,61,67,69,524225.0
10976,S. Akasaki,Japan,delantero,27,3000,575000,69,62,63,65,68,828025.0
10977,H. Takasaki,Japan,delantero,33,2000,350000,65,68,63,65,60,538800.0
10981,Nito Carbelho,Brazil,delantero,27,8000,575000,63,58,71,62,71,581650.0
10982,D. Diaw,Italy,delantero,27,1000,575000,60,65,61,60,69,592550.0
10993,A. Bjarnason,Iceland,delantero,28,2000,550000,64,66,58,64,65,652325.0
10997,A. Erceg,Croatia,delantero,29,6000,550000,64,67,57,67,61,846325.0
10999,Willy,Spain,delantero,30,2000,525000,67,66,68,56,61,528025.0
11013,Jon Ander,Spain,delantero,29,3000,550000,69,68,64,56,71,605775.0
11017,Jô Santos,Brazil,delantero,28,3000,550000,61,63,56,64,68,556500.0
11018,T. Sakano,Japan,delantero,29,2000,550000,64,69,51,67,63,930125.0
11020,T. Parrott,Republic of Ireland,delantero,17,4000,1000000,65,69,64,60,64,888175.0
11021,R. Piccoli,Italy,delantero,18,5000,1000000,67,67,65,60,62,891575.0
11022,R. Brewster,England,delantero,19,10000,975000,67,67,63,63,60,852575.0
11023,W. Geubbels,France,delantero,17,2000,900000,62,65,62,63,61,851750.0
11027,E. Simms,England,delantero,18,7000,950000,63,66,58,59,64,798500.0
11028,G. Middleton,Scotland,delantero,19,1000,975000,57,56,53,67,55,825625.0
11029,L. Pintor,France,delantero,18,1000,950000,65,65,51,67,65,933750.0
11030,Rafael Camacho,Portugal,delantero,19,2000,975000,62,58,64,64,57,467400.0
11032,C. Akono,Germany,delantero,19,4000,975000,59,69,62,63,57,873225.0
11037,I. Lihadji,France,delantero,17,2000,900000,56,56,48,66,61,755950.0
11041,André Anderson,Brazil,delantero,19,6000,975000,63,60,50,66,63,933800.0
11045,J. Marković,Romania,delantero,18,1000,950000,61,64,58,58,68,825975.0
11049,C. Abi,France,delantero,19,4000,975000,61,60,56,66,63,904800.0
11051,J. Burkardt,Germany,delantero,18,3000,950000,62,65,61,66,61,942500.0
11052,H. Hassan,France,delantero,17,1000,900000,58,58,51,66,61,820275.0
11053,A. Díaz,Argentina,delantero,19,3000,975000,65,64,57,68,59,940000.0
11057,M. Glushenkov,Russia,delantero,19,1000,975000,62,64,61,67,67,961875.0
11059,V. Postolachi,France,delantero,19,5000,975000,65,66,62,63,64,830300.0
11062,Iker Losada,Spain,delantero,17,1000,900000,59,73,65,65,59,1052125.0
11065,A. Connolly,Republic of Ireland,delantero,19,7000,975000,65,66,65,61,68,874375.0
11072,N. Pierini,Italy,delantero,20,1000,1000000,60,59,61,65,54,857100.0
11077,M. Kiprit,Turkey,delantero,19,4000,975000,62,64,58,57,71,843300.0
11084,M. Tumminello,Italy,delantero,20,1000,1000000,64,68,65,60,70,902000.0
11086,J. Odgaard,Denmark,delantero,20,2000,1000000,66,68,56,65,66,828950.0
11099,O. Stijepović,Montenegro,delantero,19,5000,975000,55,58,60,70,66,948875.0
11100,V. Damașcan,Moldova,delantero,20,3000,1000000,67,68,62,63,61,914425.0
11101,L. Diaby Fadiga,France,delantero,18,3000,950000,61,63,59,64,64,794166.6666666667
11105,R. Sottil,Italy,delantero,20,9000,1000000,62,61,58,68,66,1036875.0
11106,C. Ngonge,Belgium,delantero,19,3000,975000,58,62,60,70,65,971625.0
11109,O. Akgün,Turkey,delantero,17,3000,900000,67,67,64,60,65,878350.0
11114,A. Bakayoko,France,delantero,21,3000,875000,55,61,52,70,68,874250.0
11118,R. Dadashov,Azerbaijan,delantero,20,2000,875000,63,64,61,58,70,762250.0
11120,H. Mahou,France,delantero,19,4000,850000,61,64,57,65,68,795375.0
11125,T. Stavitski,Finland,delantero,19,2000,850000,53,64,52,65,69,743375.0
11128,L. Tupta,Slovakia,delantero,21,3000,875000,54,67,62,62,73,795375.0
11131,Sergio Moreno,Spain,delantero,20,2000,875000,67,66,66,65,57,848900.0
11143,M. Köhlert,Germany,delantero,21,2000,800000,57,61,52,67,66,803075.0
11150,F. Figueroa,Mexico,delantero,20,4000,800000,64,58,56,62,68,684225.0
11157,N. Bazan,Argentina,delantero,20,3000,825000,55,72,58,56,67,767975.0
11158,Jeon Se Jin,Korea Republic,delantero,19,1000,800000,63,63,57,65,60,733625.0
11162,D. Valencia,Chile,delantero,19,2000,800000,61,66,52,66,65,827025.0
11164,O. Boussaid,Belgium,delantero,19,3000,775000,44,53,52,70,60,778025.0
11165,D. Furtado,France,delantero,22,2000,800000,64,67,56,68,68,842375.0
11167,A. Lupu,Romania,delantero,21,4000,825000,62,68,60,61,63,648225.0
11169,Z. Thior,Senegal,delantero,21,5000,800000,70,56,50,65,60,817175.0
11171,Miguel Ángel,Spain,delantero,21,2000,825000,64,65,60,61,63,700250.0
11180,J. Lewis,United States,delantero,22,2000,775000,61,64,53,66,62,773925.0
11183,P. Sabbag,Colombia,delantero,22,1000,775000,65,66,63,63,70,785375.0
11202,D. Lajud,Mexico,delantero,20,2000,775000,54,65,51,64,68,526075.0
11207,D. Osei Yaw,France,delantero,20,4000,775000,59,69,55,66,71,830150.0
11219,L. Štor,Slovenia,delantero,20,4000,775000,65,63,56,70,60,908250.0
11224,C. Chaplin,England,delantero,22,3000,725000,61,65,61,62,67,690550.0
11226,G. Scamacca,Italy,delantero,20,1000,750000,56,66,56,69,68,749250.0
11229,M. Gómez,Colombia,delantero,22,1000,725000,68,64,62,59,69,675475.0
11232,B. Hanlan,England,delantero,22,3000,725000,60,59,55,63,69,544875.0
11237,R. Kolo-Muani,France,delantero,20,5000,750000,64,64,52,67,62,784625.0
11250,D. Wenzel-Halls,Australia,delantero,21,1000,750000,69,68,47,59,64,626050.0
11258,M. Akçay,Turkey,delantero,21,4000,750000,64,64,64,63,65,692275.0
11263,I. Botella,France,delantero,20,5000,750000,63,66,56,59,65,698950.0
11266,M. Ingebrigtsen,Norway,delantero,22,1000,700000,62,63,55,64,65,635550.0
11268,R. Espejord,Norway,delantero,23,1000,700000,66,65,56,62,64,653350.0
11278,S. Saucedo,United States,delantero,22,2000,700000,60,58,58,65,68,714025.0
11294,R. Ache,Germany,delantero,20,2000,700000,56,60,61,63,65,627675.0
11301,L. Riveros,Paraguay,delantero,20,1000,700000,63,68,61,65,65,787875.0
11304,L. Lauberbach,Germany,delantero,21,3000,700000,58,60,59,64,63,670450.0
