,short_name,nationality,club,age,wage_eur,value_eur,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,value_pred
12931,R. O'Donnell,England,Bradford City,30,3000,250000,62.0,61.0,62.0,62.0,52.0,61.0,244850.0
12934,M. Štěch,Czech Republic,Luton Town,29,3000,260000,65.0,61.0,66.0,63.0,36.0,64.0,262550.0
12944,C. Patterson-Sewell,United States,Toronto FC,32,1000,220000,64.0,60.0,65.0,65.0,29.0,65.0,236325.0
12958,W. Abdullah,Saudi Arabia,Al Nassr,33,5000,200000,63.0,58.0,69.0,64.0,35.0,61.0,200550.0
13002,C. Dobnik,Austria,Wolfsberger AC,32,2000,220000,65.0,59.0,63.0,63.0,42.0,65.0,217650.0
13006,A. Al Kassar,Saudi Arabia,Al Faisaly,28,4000,270000,63.0,61.0,56.0,67.0,41.0,61.0,285725.0
13009,M. Scholz,Germany,SV Waldhof Mannheim,31,1000,240000,65.0,63.0,58.0,66.0,31.0,60.0,271625.0
13021,J. Escobar,Colombia,Jaguares de Córdoba,31,1000,240000,62.0,63.0,59.0,62.0,42.0,64.0,258425.0
13048,Carlos Travisso,Brazil,Goiás,35,1000,100000,68.0,43.0,64.0,72.0,53.0,64.0,111700.0
13055,Chi Wenyi,China PR,Hebei China Fortune FC,31,2000,240000,63.0,60.0,65.0,64.0,22.0,63.0,397375.0
13056,K. Seki,Japan,Vegalta Sendai,33,1000,200000,57.0,61.0,61.0,63.0,25.0,63.0,204750.0
13067,Sander Asevedo,Brazil,Fortaleza,35,1000,100000,68.0,59.0,47.0,58.0,45.0,60.0,110100.0
13081,M. Nardi,Italy,Parma,32,6000,220000,63.0,61.0,60.0,63.0,23.0,60.0,368150.0
13083,R. Cardozo,Paraguay,Jaguares de Córdoba,30,1000,250000,63.0,64.0,61.0,63.0,20.0,65.0,265750.0
13110,M. Roffo,Argentina,Boca Juniors,19,1000,550000,61.0,63.0,61.0,64.0,26.0,60.0,545625.0
13116,Altube,Spain,Real Madrid,19,6000,550000,62.0,58.0,63.0,63.0,16.0,59.0,530000.0
13117,C. Olses,Venezuela,Racing Club,18,1000,525000,63.0,60.0,55.0,65.0,32.0,60.0,511875.0
13126,J. Pourtau,Argentina,Estudiantes de La Plata,19,1000,550000,64.0,62.0,57.0,65.0,17.0,60.0,544625.0
13139,N. Shinton,Belgium,Club Brugge KV,18,1000,525000,67.0,58.0,59.0,68.0,25.0,54.0,511750.0
13162,D. Horkaš,Croatia,Dinamo Zagreb,20,1000,575000,64.0,59.0,61.0,64.0,47.0,59.0,564125.0
13185,A. Racioppi,Switzerland,Olympique Lyonnais,20,5000,575000,63.0,59.0,59.0,66.0,29.0,60.0,562875.0
13188,E. Destanoglu,Turkey,Beşiktaş JK,18,1000,525000,63.0,65.0,58.0,72.0,22.0,62.0,534175.0
13201,D. Smarsch,Germany,Hertha BSC,20,2000,575000,66.0,63.0,66.0,63.0,32.0,64.0,408825.0
13205,J. De Busser,Belgium,KAA Gent,19,1000,550000,67.0,60.0,55.0,64.0,24.0,64.0,539125.0
13210,Vinicius,Brazil,Bologna,20,3000,575000,68.0,58.0,54.0,72.0,58.0,54.0,545075.0
13234,T. Doornbusch,Netherlands,SC Heerenveen,19,1000,475000,63.0,62.0,59.0,64.0,39.0,62.0,489125.0
13247,H. Lewis,England,Southampton,21,4000,450000,64.0,59.0,56.0,64.0,33.0,60.0,440375.0
13251,V. Cabezas,Colombia,Deportivo Pasto,21,1000,450000,64.0,61.0,58.0,66.0,29.0,58.0,340875.0
13256,M. Woud,New Zealand,Willem II,20,1000,450000,62.0,55.0,57.0,65.0,22.0,59.0,420950.0
13301,G. Collao,Chile,Universidad de Chile,21,1000,425000,60.0,63.0,61.0,65.0,29.0,62.0,434500.0
13313,San Román,Spain,Elche CF,21,1000,425000,62.0,63.0,63.0,61.0,24.0,59.0,407425.0
13315,J. Bursztyn,Poland,Pogoń Szczecin,21,1000,425000,64.0,60.0,58.0,63.0,26.0,61.0,418500.0
13328,V. Myhra,Norway,Strømsgodset IF,22,1000,375000,63.0,63.0,57.0,62.0,44.0,60.0,283700.0
13331,J. Talbot,Republic of Ireland,Bohemian FC,22,1000,375000,62.0,60.0,58.0,61.0,42.0,60.0,371575.0
13336,A. Zendejas,United States,Sporting Kansas City,23,1000,375000,66.0,58.0,59.0,64.0,37.0,60.0,386450.0
13344,T. Krapikas,Lithuania,Spezia,20,1000,400000,62.0,60.0,58.0,64.0,24.0,59.0,399475.0
13345,Javi Benítez,Spain,Real Sporting de Gijón,22,1000,375000,64.0,59.0,58.0,65.0,46.0,61.0,356325.0
13389,M. Havekotte,Netherlands,ADO Den Haag,23,1000,375000,62.0,62.0,58.0,65.0,42.0,62.0,367925.0
13396,Carlos Alves,Portugal,Rio Ave FC,21,1000,375000,65.0,63.0,66.0,59.0,43.0,56.0,365425.0
13405,L. Malagón,Mexico,Monarcas Morelia,22,1000,375000,63.0,60.0,63.0,64.0,24.0,64.0,383375.0
13413,J. de Lange,Netherlands,FC Twente,21,1000,375000,62.0,60.0,61.0,63.0,24.0,60.0,378600.0
13430,A. Tordai,Romania,FC Viitorul,22,1000,375000,58.0,62.0,65.0,60.0,20.0,60.0,239750.0
13443,G. Zabret,Slovenia,Oldham Athletic,23,2000,350000,68.0,57.0,55.0,66.0,45.0,58.0,335475.0
13446,T. King,England,Newport County,24,2000,350000,63.0,62.0,56.0,63.0,42.0,62.0,344225.0
13448,E. Sanhueza,Chile,Audax Italiano,23,1000,350000,62.0,61.0,59.0,61.0,48.0,62.0,345700.0
13450,A. D'Egidio,Italy,Pisa,23,1000,350000,62.0,60.0,50.0,64.0,39.0,62.0,325075.0
13466,Otaño,Spain,CD Tenerife,23,1000,350000,63.0,61.0,59.0,64.0,29.0,60.0,354825.0
13473,O. Vâlceanu,Romania,Academica Clinceni,22,1000,350000,62.0,65.0,59.0,61.0,27.0,65.0,244975.0
13487,T. Casali,Austria,SV Mattersburg,23,2000,325000,64.0,60.0,59.0,65.0,29.0,61.0,331400.0
13495,M. Sarr,Senegal,Bologna,22,3000,325000,65.0,60.0,55.0,70.0,44.0,55.0,321150.0
13497,M. Hauptmeijer,Netherlands,PEC Zwolle,22,1000,325000,60.0,62.0,60.0,66.0,34.0,63.0,317150.0
13503,T. Nijhuis,Netherlands,FC Utrecht,20,2000,325000,66.0,57.0,62.0,62.0,18.0,60.0,321450.0
13524,R. Kojima,Japan,Oita Trinita,22,1000,325000,59.0,66.0,60.0,63.0,30.0,64.0,356175.0
13532,T. Çetin,Turkey,Çaykur Rizespor,22,2000,325000,61.0,64.0,58.0,72.0,19.0,60.0,319550.0
13540,A. Mehring,Argentina,Godoy Cruz,25,2000,300000,60.0,61.0,63.0,64.0,47.0,65.0,276400.0
13541,M. Reule,Germany,SG Sonnenhof Großaspach,25,1000,300000,64.0,60.0,54.0,64.0,35.0,55.0,295325.0
13547,J. Rose,England,Walsall,24,2000,325000,64.0,60.0,58.0,64.0,42.0,61.0,322200.0
13554,E. Verstappen,Netherlands,FC Würzburger Kickers,25,1000,300000,62.0,59.0,61.0,61.0,38.0,61.0,295900.0
13560,K. Shimura,Japan,Júbilo Iwata,23,1000,325000,67.0,62.0,55.0,59.0,25.0,64.0,337800.0
13566,R. Jendrusch,Germany,FC Erzgebirge Aue,23,1000,325000,65.0,60.0,57.0,66.0,34.0,59.0,327225.0
13576,L. Watkowiak,Germany,SV Wehen Wiesbaden,23,2000,325000,59.0,59.0,57.0,66.0,22.0,63.0,331325.0
13589,M. Bu Sanda,United Arab Emirates,Al Ain FC,24,1000,325000,61.0,62.0,55.0,63.0,36.0,59.0,306650.0
13596,J. Fabri,France,Stade Brestois 29,25,2000,300000,61.0,60.0,60.0,64.0,52.0,60.0,307475.0
13598,L. Roberts,England,Walsall,24,2000,300000,63.0,59.0,57.0,63.0,47.0,62.0,294975.0
13601,J. Valencia,Colombia,Rionegro Águilas,26,1000,300000,65.0,59.0,62.0,66.0,51.0,58.0,300300.0
13617,M. Hamrol,Germany,FC Emmen,25,1000,300000,63.0,62.0,53.0,65.0,25.0,60.0,306150.0
13625,H. Hankić,Austria,FC Botoşani,25,2000,300000,62.0,60.0,60.0,64.0,32.0,60.0,295875.0
13626,Y. Takaoka,Japan,Sagan Tosu,23,1000,300000,63.0,61.0,56.0,65.0,24.0,56.0,333050.0
13635,F. Stritzel,Germany,SV Darmstadt 98,25,3000,290000,66.0,55.0,53.0,61.0,34.0,66.0,289475.0
13642,R. Duraković,Austria,SCR Altach,25,2000,290000,63.0,59.0,58.0,66.0,43.0,61.0,334150.0
13649,S. Cleveland,United States,Chicago Fire,25,1000,290000,63.0,59.0,60.0,65.0,56.0,60.0,302925.0
13660,J. Szumski,Poland,Raków Częstochowa,27,1000,270000,63.0,61.0,60.0,63.0,22.0,58.0,298100.0
13661,K. Forenc,Poland,Zagłębie Lubin,26,1000,270000,63.0,65.0,64.0,63.0,43.0,60.0,391725.0
13663,L. Burge,England,Sunderland,26,2000,270000,67.0,59.0,51.0,69.0,41.0,58.0,290600.0
13676,K. Piedrahita,United States,La Equidad,28,1000,270000,63.0,61.0,59.0,64.0,44.0,61.0,287625.0
13684,A. Buzbuchi,Romania,FC Viitorul,25,1000,280000,69.0,58.0,54.0,61.0,19.0,57.0,256850.0
13689,M. Festa,Italy,Crotone,27,1000,270000,65.0,62.0,58.0,61.0,45.0,59.0,265750.0
13693,D. Sugimoto,Japan,Yokohama F. Marinos,25,1000,280000,60.0,65.0,59.0,61.0,23.0,63.0,279625.0
13713,N. Townsend,England,Newport County,24,2000,270000,59.0,61.0,64.0,65.0,40.0,62.0,263150.0
13717,A. Paroni,Italy,Virtus Entella,29,1000,260000,63.0,61.0,47.0,65.0,44.0,61.0,277475.0
13732,G. Woods,England,Oldham Athletic,29,2000,250000,66.0,60.0,60.0,66.0,50.0,55.0,256675.0
13734,Hou Sen,China PR,Beijing Sinobo Guoan FC,30,3000,240000,58.0,63.0,62.0,62.0,45.0,62.0,225050.0
13736,S. Arnold,England,Northampton Town,29,3000,250000,64.0,61.0,61.0,64.0,31.0,59.0,258275.0
13739,E. İşcan,Turkey,Kayserispor,27,2000,250000,64.0,63.0,60.0,62.0,35.0,59.0,257125.0
13742,J. Jakubov,Czech Republic,Chemnitzer FC,30,1000,240000,63.0,59.0,65.0,64.0,48.0,61.0,246200.0
13745,A. Al Owayshir,Saudi Arabia,Al Shabab,28,5000,250000,62.0,60.0,60.0,63.0,38.0,61.0,264600.0
13749,A. Al Jadani,Saudi Arabia,Al Wehda,28,4000,250000,64.0,60.0,56.0,63.0,50.0,61.0,229750.0
13752,D. Kudła,Poland,Górnik Zabrze,27,1000,250000,62.0,56.0,67.0,64.0,46.0,63.0,221600.0
13781,J. Murphy,Republic of Ireland,Shrewsbury,37,1000,30000,59.0,62.0,60.0,60.0,37.0,62.0,216050.0
13782,A. Collin,England,Carlisle United,34,2000,130000,63.0,58.0,56.0,65.0,31.0,61.0,141550.0
13783,L. Price,Wales,Rotherham United,34,2000,130000,61.0,61.0,57.0,60.0,37.0,61.0,218700.0
13785,S. Bywater,England,Burton Albion,38,1000,30000,59.0,61.0,55.0,55.0,36.0,68.0,49150.0
13787,L. McCormick,England,Swindon Town,35,2000,80000,58.0,59.0,62.0,57.0,38.0,62.0,81750.0
13788,P. Gori,Italy,Benevento,39,1000,30000,56.0,58.0,64.0,59.0,35.0,67.0,39550.0
13789,D. Brill,England,Leyton Orient,33,2000,160000,61.0,63.0,58.0,60.0,35.0,61.0,166750.0
13790,M. McNulty,Republic of Ireland,Cork City,38,1000,30000,62.0,62.0,54.0,63.0,34.0,61.0,48000.0
13793,S. Flinders,England,Cheltenham Town,33,2000,160000,62.0,60.0,58.0,64.0,34.0,61.0,173050.0
13801,M. Tørnes,Denmark,Brøndby IF,33,3000,160000,62.0,60.0,58.0,64.0,52.0,62.0,276625.0
13804,C. Neal,England,Salford City,33,3000,160000,61.0,61.0,58.0,60.0,57.0,62.0,157400.0
13809,A. Stachowiak,Poland,Denizlispor,32,3000,180000,62.0,58.0,63.0,73.0,43.0,59.0,375525.0
13812,M. van Duin,Netherlands,FC Groningen,32,2000,180000,59.0,63.0,53.0,61.0,31.0,63.0,187250.0
13821,Yu Ziqian,China PR,Dalian YiFang FC,34,2000,130000,61.0,61.0,66.0,63.0,28.0,60.0,161150.0
13826,E. Parish,England,St. Johnstone FC,29,1000,220000,63.0,62.0,61.0,64.0,40.0,58.0,235075.0
13835,Li Shuai,China PR,Shanghai Greenland Shenhua FC,36,2000,50000,62.0,55.0,58.0,65.0,32.0,62.0,47600.0
13838,G. Sandomierski,Poland,Jagiellonia Białystok,29,2000,220000,58.0,62.0,63.0,65.0,44.0,61.0,219750.0
13841,T. Vaiho,Sweden,Djurgårdens IF,30,1000,200000,59.0,54.0,63.0,68.0,32.0,59.0,185850.0
13846,M. Varvodić,Croatia,SV Waldhof Mannheim,30,1000,200000,65.0,57.0,51.0,65.0,53.0,61.0,189000.0
13849,A. Al Mazaidi,Saudi Arabia,Al Adalah,33,3000,160000,61.0,65.0,63.0,61.0,38.0,63.0,155050.0
13850,Jung San,Korea Republic,Incheon United FC,30,1000,200000,65.0,60.0,58.0,62.0,44.0,60.0,207250.0
13854,S. Russo,Italy,US Salernitana 1919,30,1000,200000,62.0,59.0,63.0,63.0,49.0,62.0,245650.0
13857,D. Russo,Italy,Castellammare di Stabia,31,1000,190000,60.0,61.0,62.0,60.0,40.0,63.0,133200.0
13864,G. Jansson,Sweden,IFK Norrköping,33,1000,160000,60.0,62.0,57.0,66.0,31.0,60.0,161050.0
13873,A. Berardi,Italy,Hellas Verona,28,2000,220000,61.0,58.0,56.0,64.0,51.0,63.0,207500.0
13875,A. Horwath,United States,Real Salt Lake,32,1000,180000,63.0,57.0,60.0,62.0,51.0,64.0,197450.0
13889,P. Farman,England,Stevenage,29,2000,220000,63.0,58.0,63.0,64.0,42.0,59.0,352125.0
13899,T. Mikkelsen,Denmark,Lyngby BK,35,1000,80000,62.0,63.0,65.0,55.0,44.0,65.0,75150.0
13911,M. Al Furayj,Saudi Arabia,Al Fayha,31,3000,190000,64.0,59.0,58.0,64.0,45.0,61.0,193150.0
13914,Sui Weijie,China PR,Chongqing Dangdai Lifan FC SWM Team,36,1000,50000,60.0,60.0,64.0,58.0,46.0,62.0,58050.0
13942,D. Buchholz,Germany,VfL Osnabrück,34,2000,130000,61.0,66.0,44.0,62.0,24.0,64.0,140300.0
13949,M. Cavallotti,Argentina,Central Córdoba,34,2000,130000,63.0,65.0,54.0,60.0,25.0,64.0,124250.0
13952,Limones,Spain,CD Mirandés,32,1000,180000,58.0,65.0,55.0,64.0,32.0,68.0,169050.0
13954,F. Faist,Austria,TSV Hartberg,30,1000,200000,63.0,60.0,53.0,60.0,26.0,63.0,200500.0
13957,T. Sugeno,Japan,Hokkaido Consadole Sapporo,35,1000,80000,63.0,59.0,55.0,61.0,33.0,62.0,258000.0
13966,M. Kołba,Poland,LKS Lodz,27,1000,220000,61.0,62.0,54.0,62.0,40.0,60.0,208850.0
13976,G. Stancampiano,Italy,Trapani,32,1000,180000,61.0,62.0,56.0,58.0,30.0,64.0,118650.0
14030,M. Mleczko,Poland,Lech Poznań,20,1000,475000,61.0,63.0,60.0,61.0,21.0,63.0,446400.0
14064,Álex Dos Santos,Brazil,Atlético Madrid,20,4000,475000,64.0,62.0,65.0,60.0,21.0,59.0,462375.0
14069,Dani Merino,Spain,Rayo Vallecano,20,1000,475000,62.0,65.0,66.0,60.0,27.0,57.0,452425.0
14070,Miguel Morro,Spain,Rayo Vallecano,18,1000,425000,61.0,57.0,62.0,63.0,23.0,56.0,414475.0
14085,O. Hedvall,Denmark,Silkeborg IF,20,1000,400000,65.0,61.0,61.0,59.0,26.0,59.0,373925.0
14086,P. Menzel,Germany,VfL Wolfsburg,20,3000,400000,65.0,62.0,58.0,57.0,23.0,58.0,155700.0
14090,N. Trott,England,AFC Wimbledon,20,1000,400000,62.0,60.0,64.0,64.0,36.0,61.0,393850.0
14105,Matis Carvalho,Portugal,Montpellier HSC,20,2000,400000,62.0,61.0,59.0,63.0,38.0,59.0,389625.0
14113,Robert Sanchez,Spain,Rochdale,21,1000,375000,61.0,60.0,63.0,62.0,43.0,60.0,368200.0
14123,J. Klinsmann,United States,FC St. Gallen,22,2000,350000,59.0,58.0,65.0,66.0,29.0,63.0,300950.0
14134,J. Cozzani,Argentina,Club Atlético Lanús,20,2000,375000,63.0,62.0,61.0,63.0,45.0,57.0,365050.0
14185,J. Walton,England,Barnsley,21,1000,325000,62.0,60.0,60.0,62.0,34.0,61.0,309050.0
14186,D. Gyollai,Hungary,Wigan Athletic,22,2000,325000,63.0,60.0,60.0,62.0,45.0,57.0,262600.0
14188,P. Jensen,Denmark,FC Nordsjælland,21,1000,325000,64.0,60.0,65.0,62.0,21.0,60.0,330350.0
14207,M. Borquez,Chile,CD Palestino,20,1000,325000,61.0,63.0,60.0,63.0,22.0,61.0,372300.0
14208,Álvaro Vallés,Spain,UD Las Palmas,21,1000,325000,60.0,63.0,60.0,61.0,30.0,60.0,310225.0
14217,Joan Femenías,Spain,CF Fuenlabrada,22,1000,325000,59.0,63.0,58.0,60.0,20.0,56.0,214800.0
14220,S. Mohlin,Sweden,Östersunds FK,23,1000,300000,66.0,56.0,62.0,68.0,46.0,55.0,293350.0
14231,N. Lemaître,France,Stade de Reims,22,3000,300000,63.0,58.0,59.0,62.0,33.0,60.0,293750.0
14235,Oleaga,Spain,Athletic Club de Bilbao,22,2000,300000,63.0,58.0,60.0,61.0,26.0,61.0,296350.0
14238,M. Funk,Germany,SpVgg Greuther Fürth,23,1000,300000,61.0,59.0,61.0,62.0,38.0,58.0,285700.0
14250,L. Weinkauf,Germany,MSV Duisburg,22,1000,300000,64.0,62.0,61.0,61.0,19.0,58.0,302275.0
14253,G. Hatano,Japan,FC Tokyo,21,1000,300000,61.0,68.0,56.0,62.0,26.0,61.0,280900.0
14267,M. Mbaye,Senegal,FC Porto,21,1000,300000,66.0,56.0,54.0,66.0,22.0,53.0,293100.0
14268,O. Carabalí,Ecuador,Colo-Colo,22,1000,300000,63.0,60.0,57.0,62.0,23.0,60.0,310550.0
14275,R. Watson,England,Scunthorpe United,23,2000,290000,57.0,58.0,56.0,63.0,44.0,59.0,281150.0
14284,A. Vaikla,Estonia,IFK Norrköping,22,1000,290000,62.0,69.0,58.0,62.0,25.0,56.0,282200.0
14291,M. Ortega,Mexico,Tigres U.A.N.L.,24,6000,290000,60.0,59.0,61.0,64.0,29.0,62.0,288825.0
14310,G. Guerrieri,Italy,Lazio,23,4000,270000,62.0,59.0,58.0,61.0,45.0,59.0,272625.0
14322,K. Joelsson,Sweden,Helsingborgs IF,21,1000,270000,61.0,58.0,59.0,65.0,33.0,61.0,267825.0
14357,C. Dilo,France,Paris FC,25,1000,260000,62.0,61.0,57.0,62.0,44.0,60.0,272750.0
14362,R. Fulton,Scotland,Hamilton Academical FC,23,1000,260000,59.0,60.0,65.0,65.0,31.0,58.0,285400.0
14363,O. Hadžikić,Austria,FC Zürich,23,2000,260000,60.0,60.0,59.0,63.0,41.0,63.0,257250.0
14378,B. Lundgaard,United States,Columbus Crew SC,23,1000,260000,59.0,61.0,70.0,59.0,28.0,60.0,245450.0
14380,A. Putna,United States,Real Salt Lake,24,1000,260000,60.0,61.0,60.0,59.0,25.0,62.0,237400.0
14423,E. Fernández,Mexico,Tigres U.A.N.L.,26,7000,240000,60.0,61.0,60.0,64.0,32.0,60.0,234500.0
14426,D. Evtimov,Bulgaria,Accrington Stanley,25,1000,240000,60.0,62.0,58.0,59.0,37.0,62.0,235000.0
14430,W. Cuesta,Colombia,Deportes Tolima,26,1000,240000,58.0,61.0,55.0,59.0,47.0,64.0,236350.0
14434,E. Edwards Jr.,United States,DC United,27,1000,230000,58.0,64.0,60.0,57.0,42.0,65.0,199950.0
14435,B. Moore,United States,Atlanta United,27,1000,230000,60.0,59.0,60.0,61.0,48.0,62.0,232200.0
14443,R. Laidlaw,Scotland,Ross County FC,26,1000,240000,63.0,59.0,56.0,59.0,24.0,61.0,234750.0
14448,F. Gülmez,Turkey,Gazişehir Gaziantep F.K.,25,2000,240000,63.0,64.0,60.0,60.0,38.0,58.0,264925.0
14452,R. Charles-Cook,England,Macclesfield Town,25,1000,230000,65.0,59.0,61.0,61.0,47.0,55.0,228800.0
14456,R. Udegbe,Germany,KFC Uerdingen 05,28,1000,230000,62.0,58.0,60.0,63.0,31.0,56.0,227400.0
14458,M. Acton,Australia,Melbourne Victory,27,1000,220000,63.0,61.0,59.0,63.0,40.0,58.0,230450.0
14472,M. Engelhardt,Germany,Eintracht Braunschweig,26,1000,230000,63.0,58.0,60.0,65.0,45.0,62.0,231750.0
14474,H. Fukushima,Japan,Urawa Red Diamonds,26,2000,230000,61.0,60.0,69.0,60.0,40.0,58.0,228600.0
14485,H. Nilsson,Sweden,Falkenbergs FF,28,1000,220000,55.0,62.0,58.0,60.0,50.0,62.0,223100.0
14493,H. Sandvik,Norway,FK Haugesund,29,1000,210000,60.0,62.0,63.0,59.0,41.0,60.0,182850.0
14495,K. Kakoi,Japan,Cerezo Osaka,28,1000,220000,65.0,57.0,57.0,61.0,54.0,58.0,227450.0
14496,K. McIntosh,United States,Portland Timbers,25,1000,220000,62.0,60.0,64.0,62.0,41.0,60.0,348425.0
14498,B. Janošević,Serbia,AIK,29,1000,210000,60.0,63.0,55.0,63.0,23.0,62.0,200900.0
14504,S. Ando,Japan,Kawasaki Frontale,28,1000,210000,58.0,53.0,52.0,60.0,42.0,65.0,154450.0
14509,B. Meredith,United States,Seattle Sounders FC,29,1000,200000,65.0,60.0,66.0,64.0,48.0,54.0,197350.0
14528,X. Pinoteau,France,FC Chambly Oise,36,1000,40000,60.0,65.0,56.0,55.0,30.0,65.0,52200.0
14529,P. Jones,England,Sheffield Wednesday,33,4000,140000,61.0,58.0,61.0,62.0,33.0,61.0,150450.0
14538,H. Ramírez,Argentina,Unión Magdalena,35,1000,70000,56.0,59.0,65.0,63.0,12.0,66.0,77500.0
14540,A. Vanins,Latvia,FC Zürich,39,1000,30000,61.0,60.0,52.0,64.0,39.0,59.0,59500.0
14546,Liu Zhenli,China PR,Shandong Luneng TaiShan FC,34,2000,110000,64.0,61.0,56.0,59.0,50.0,61.0,113000.0
14548,Zhang Lu,China PR,Tianjin Quanjian FC,31,3000,160000,61.0,59.0,70.0,60.0,53.0,56.0,153200.0
14553,Zhou Yajun,China PR,Shenzhen FC,34,2000,110000,59.0,57.0,60.0,64.0,52.0,59.0,287375.0
14567,H. Shaian,Saudi Arabia,Al Taawoun,30,3000,170000,62.0,57.0,59.0,64.0,48.0,58.0,177650.0
14572,T. Vollnhofer,Austria,SKN St. Pölten,34,2000,110000,64.0,61.0,58.0,58.0,45.0,62.0,89450.0
14573,A. Al Saleh,Saudi Arabia,Ettifaq FC,29,4000,180000,61.0,57.0,62.0,60.0,48.0,61.0,169850.0
14584,Zhang Lie,China PR,Beijing Renhe FC,37,1000,30000,60.0,62.0,61.0,57.0,35.0,62.0,122750.0
14595,W. Mosquera,Colombia,Atlético Huila,34,1000,110000,54.0,62.0,66.0,63.0,47.0,65.0,99200.0
14603,H. Nakabayashi,Japan,Yokohama F. Marinos,33,1000,140000,63.0,60.0,66.0,66.0,23.0,58.0,144450.0
14614,L. Hroššo,Slovakia,Cracovia,32,1000,150000,63.0,64.0,57.0,59.0,16.0,60.0,154600.0
14623,A. Marinescu,Romania,Universitatea Craiova,34,1000,110000,59.0,61.0,61.0,60.0,27.0,64.0,102550.0
14633,G. Innocent,France,Paris Saint-Germain,19,3000,375000,60.0,58.0,60.0,62.0,31.0,60.0,228800.0
14636,S. Bajic,France,AS Saint-Étienne,17,1000,350000,59.0,63.0,59.0,61.0,24.0,57.0,281025.0
14653,E. Balcombe,England,Brentford,19,2000,375000,59.0,57.0,55.0,65.0,40.0,59.0,362125.0
14654,K. Klaesson,Norway,Vålerenga Fotball,18,1000,350000,61.0,56.0,58.0,62.0,27.0,59.0,330175.0
14655,M. Bułka,Poland,Paris Saint-Germain,19,3000,375000,61.0,57.0,58.0,64.0,26.0,55.0,365825.0
14656,S. Laiton,France,AJ Auxerre,19,1000,375000,57.0,59.0,53.0,59.0,47.0,56.0,343225.0
14679,B. Şen,Turkey,Galatasaray SK,20,4000,375000,60.0,60.0,56.0,66.0,26.0,58.0,360600.0
14694,Elias Ramírez,Spain,RCD Mallorca,20,2000,375000,58.0,60.0,55.0,63.0,60.0,52.0,163600.0
14695,Jara,Spain,CD Numancia,20,1000,375000,62.0,63.0,56.0,60.0,34.0,58.0,366975.0
14734,D. Desprez,France,Racing Club de Lens,20,1000,375000,60.0,56.0,54.0,61.0,26.0,58.0,165250.0
14738,M. Cerofolini,Italy,Fiorentina,20,3000,375000,60.0,60.0,60.0,60.0,37.0,63.0,230500.0
14760,Barredo,Spain,SD Ponferradina,19,1000,375000,61.0,56.0,57.0,60.0,23.0,59.0,361550.0
14766,M. Peano,Argentina,Unión de Santa Fe,20,1000,375000,65.0,56.0,57.0,62.0,27.0,57.0,370875.0
14771,V. Xenopoulos,Greece,Panathinaikos FC,21,1000,375000,65.0,57.0,50.0,63.0,29.0,57.0,367750.0
14786,Daniel Rebollo,Spain,Real Betis,19,1000,375000,59.0,62.0,65.0,58.0,27.0,57.0,159650.0
14788,P. Sokół,Poland,Korona Kielce,19,1000,375000,61.0,64.0,58.0,62.0,24.0,61.0,358700.0
14802,T. Glover,Australia,Melbourne City FC,21,1000,325000,62.0,58.0,60.0,62.0,24.0,54.0,200850.0
14816,C. Frommann,Germany,SG Sonnenhof Großaspach,21,1000,325000,62.0,59.0,64.0,62.0,37.0,55.0,221000.0
14833,D. Margush,Australia,Adelaide United,21,1000,300000,57.0,61.0,57.0,61.0,30.0,60.0,298025.0
14835,J. Karlstrøm,Norway,Tromsø IL,22,1000,300000,58.0,60.0,57.0,62.0,27.0,57.0,299600.0
14842,M. Borgogno,Argentina,Vélez Sarsfield,20,1000,300000,59.0,60.0,57.0,62.0,32.0,59.0,299725.0
14843,B. Żynel,Poland,Wisła Płock,21,1000,300000,60.0,59.0,55.0,61.0,28.0,58.0,294550.0
14848,J. Bartels,Germany,SV Wehen Wiesbaden,20,1000,300000,63.0,61.0,59.0,60.0,23.0,61.0,292100.0
14859,V. Kucheruk,Ukraine,Dynamo Kyiv,20,1000,300000,58.0,62.0,53.0,61.0,28.0,54.0,285325.0
14864,A. Wilk,Poland,Cracovia,21,1000,290000,58.0,61.0,55.0,58.0,43.0,60.0,177750.0
14867,E. Kastrati,Albania,Pescara,22,1000,280000,62.0,60.0,56.0,62.0,37.0,56.0,283100.0
14878,J. Marcinkowski,United States,San Jose Earthquakes,22,1000,280000,64.0,60.0,65.0,63.0,23.0,56.0,273650.0
14903,Sergio García,Spain,Real Zaragoza,21,1000,270000,59.0,63.0,54.0,57.0,52.0,61.0,89150.0
14905,L. Bätge,Germany,FC Würzburger Kickers,21,1000,270000,63.0,59.0,56.0,61.0,30.0,60.0,276000.0
14915,Guo Quanbo,China PR,Beijing Sinobo Guoan FC,21,1000,270000,58.0,56.0,60.0,60.0,53.0,61.0,255900.0
14921,M. Behrens,Germany,1. FC Magdeburg,22,1000,260000,64.0,62.0,55.0,61.0,27.0,55.0,246650.0
14923,Y. Bangsow,Germany,Eintracht Braunschweig,21,1000,270000,60.0,57.0,57.0,64.0,33.0,55.0,269850.0
14931,L. Yamaguchi,Japan,Extremadura UD,21,1000,270000,65.0,58.0,66.0,60.0,23.0,57.0,277750.0
14942,J. Wrąbel,Poland,Wisła Płock,23,1000,250000,61.0,56.0,53.0,62.0,45.0,58.0,242600.0
